[Data]
Tagname,TimeStamp,Value
35T.SSP_Vmon_ch0.F_CV,01/30/2015 13:03:34,26.1134
35T.SSP_Imon_ch0.F_CV,01/30/2015 13:03:34,1.80596e-05
35T.SSP_Vset_ch0.F_CV,01/30/2015 13:03:34,26.4982
35T.SSP_Vmon_ch1.F_CV,01/30/2015 13:03:34,26.2718
35T.SSP_Imon_ch1.F_CV,01/30/2015 13:03:34,1.01309e-05
35T.SSP_Vset_ch1.F_CV,01/30/2015 13:03:34,26.4982
35T.SSP_Vmon_ch2.F_CV,01/30/2015 13:03:34,26.3993
35T.SSP_Imon_ch2.F_CV,01/30/2015 13:03:34,3.74384e-06
35T.SSP_Vset_ch2.F_CV,01/30/2015 13:03:34,26.4982
35T.SSP_Vmon_ch3.F_CV,01/30/2015 13:03:34,26.4301
35T.SSP_Imon_ch3.F_CV,01/30/2015 13:03:34,2.20214e-06
35T.SSP_Vset_ch3.F_CV,01/30/2015 13:03:34,26.4982
35T.SSP_Vmon_ch4.F_CV,01/30/2015 13:03:34,26.3378
35T.SSP_Imon_ch4.F_CV,01/30/2015 13:03:34,6.82724e-06
35T.SSP_Vset_ch4.F_CV,01/30/2015 13:03:34,26.4982
35T.SSP_Vmon_ch5.F_CV,01/30/2015 13:03:34,26.3466
35T.SSP_Imon_ch5.F_CV,01/30/2015 13:03:34,6.38675e-06
35T.SSP_Vset_ch5.F_CV,01/30/2015 13:03:34,26.4982
35T.SSP_Vmon_ch6.F_CV,01/30/2015 13:03:34,26.3304
35T.SSP_Imon_ch6.F_CV,01/30/2015 13:03:34,7.19431e-06
35T.SSP_Vset_ch6.F_CV,01/30/2015 13:03:34,26.4982
35T.SSP_Vmon_ch7.F_CV,01/30/2015 13:03:34,26.3304
35T.SSP_Imon_ch7.F_CV,01/30/2015 13:03:34,7.19431e-06
35T.SSP_Vset_ch7.F_CV,01/30/2015 13:03:34,26.4982
35T.SSP_Vmon_ch8.F_CV,01/30/2015 13:03:34,26.2894
35T.SSP_Imon_ch8.F_CV,01/30/2015 13:03:34,9.24991e-06
35T.SSP_Vset_ch8.F_CV,01/30/2015 13:03:34,26.4982
35T.SSP_Vmon_ch9.F_CV,01/30/2015 13:03:34,26.1486
35T.SSP_Imon_ch9.F_CV,01/30/2015 13:03:34,1.62977e-05
35T.SSP_Vset_ch9.F_CV,01/30/2015 13:03:34,26.4982
35T.SSP_Vmon_ch10.F_CV,01/30/2015 13:03:34,26.3935
35T.SSP_Imon_ch10.F_CV,01/30/2015 13:03:34,4.0375e-06
35T.SSP_Vset_ch10.F_CV,01/30/2015 13:03:34,26.4982
35T.SSP_Vmon_ch11.F_CV,01/30/2015 13:03:34,26.3319
35T.SSP_Imon_ch11.F_CV,01/30/2015 13:03:34,7.1209e-06
35T.SSP_Vset_ch11.F_CV,01/30/2015 13:03:34,26.4982
35T.SSP_Vmon_ch0.F_CV,01/30/2015 13:04:04,26.1134
35T.SSP_Imon_ch0.F_CV,01/30/2015 13:04:04,1.80596e-05
35T.SSP_Vset_ch0.F_CV,01/30/2015 13:04:04,26.4982
35T.SSP_Vmon_ch1.F_CV,01/30/2015 13:04:04,26.2732
35T.SSP_Imon_ch1.F_CV,01/30/2015 13:04:04,1.00575e-05
35T.SSP_Vset_ch1.F_CV,01/30/2015 13:04:04,26.4982
35T.SSP_Vmon_ch2.F_CV,01/30/2015 13:04:04,26.3993
35T.SSP_Imon_ch2.F_CV,01/30/2015 13:04:04,3.74384e-06
35T.SSP_Vset_ch2.F_CV,01/30/2015 13:04:04,26.4982
35T.SSP_Vmon_ch3.F_CV,01/30/2015 13:04:04,26.4301
35T.SSP_Imon_ch3.F_CV,01/30/2015 13:04:04,2.20214e-06
35T.SSP_Vset_ch3.F_CV,01/30/2015 13:04:04,26.4982
35T.SSP_Vmon_ch4.F_CV,01/30/2015 13:04:04,26.3378
35T.SSP_Imon_ch4.F_CV,01/30/2015 13:04:04,6.82724e-06
35T.SSP_Vset_ch4.F_CV,01/30/2015 13:04:04,26.4982
35T.SSP_Vmon_ch5.F_CV,01/30/2015 13:04:04,26.3466
35T.SSP_Imon_ch5.F_CV,01/30/2015 13:04:04,6.38675e-06
35T.SSP_Vset_ch5.F_CV,01/30/2015 13:04:04,26.4982
35T.SSP_Vmon_ch6.F_CV,01/30/2015 13:04:04,26.3304
35T.SSP_Imon_ch6.F_CV,01/30/2015 13:04:04,7.19431e-06
35T.SSP_Vset_ch6.F_CV,01/30/2015 13:04:04,26.4982
35T.SSP_Vmon_ch7.F_CV,01/30/2015 13:04:04,26.3304
35T.SSP_Imon_ch7.F_CV,01/30/2015 13:04:04,7.19431e-06
35T.SSP_Vset_ch7.F_CV,01/30/2015 13:04:04,26.4982
35T.SSP_Vmon_ch8.F_CV,01/30/2015 13:04:04,26.2894
35T.SSP_Imon_ch8.F_CV,01/30/2015 13:04:04,9.24991e-06
35T.SSP_Vset_ch8.F_CV,01/30/2015 13:04:04,26.4982
35T.SSP_Vmon_ch9.F_CV,01/30/2015 13:04:04,26.1486
35T.SSP_Imon_ch9.F_CV,01/30/2015 13:04:04,1.62977e-05
35T.SSP_Vset_ch9.F_CV,01/30/2015 13:04:04,26.4982
35T.SSP_Vmon_ch10.F_CV,01/30/2015 13:04:04,26.392
35T.SSP_Imon_ch10.F_CV,01/30/2015 13:04:04,4.11091e-06
35T.SSP_Vset_ch10.F_CV,01/30/2015 13:04:04,26.4982
35T.SSP_Vmon_ch11.F_CV,01/30/2015 13:04:04,26.3319
35T.SSP_Imon_ch11.F_CV,01/30/2015 13:04:04,7.1209e-06
35T.SSP_Vset_ch11.F_CV,01/30/2015 13:04:04,26.4982
35T.SSP_Vmon_ch0.F_CV,01/30/2015 13:04:34,26.1017
35T.SSP_Imon_ch0.F_CV,01/30/2015 13:04:34,1.86469e-05
35T.SSP_Vset_ch0.F_CV,01/30/2015 13:04:34,26.4982
35T.SSP_Vmon_ch1.F_CV,01/30/2015 13:04:34,26.2557
35T.SSP_Imon_ch1.F_CV,01/30/2015 13:04:34,1.09384e-05
35T.SSP_Vset_ch1.F_CV,01/30/2015 13:04:34,26.4982
35T.SSP_Vmon_ch2.F_CV,01/30/2015 13:04:34,26.3993
35T.SSP_Imon_ch2.F_CV,01/30/2015 13:04:34,3.74384e-06
35T.SSP_Vset_ch2.F_CV,01/30/2015 13:04:34,26.4982
35T.SSP_Vmon_ch3.F_CV,01/30/2015 13:04:34,26.4301
35T.SSP_Imon_ch3.F_CV,01/30/2015 13:04:34,2.20214e-06
35T.SSP_Vset_ch3.F_CV,01/30/2015 13:04:34,26.4982
35T.SSP_Vmon_ch4.F_CV,01/30/2015 13:04:34,26.3392
35T.SSP_Imon_ch4.F_CV,01/30/2015 13:04:34,6.75383e-06
35T.SSP_Vset_ch4.F_CV,01/30/2015 13:04:34,26.4982
35T.SSP_Vmon_ch5.F_CV,01/30/2015 13:04:34,26.3466
35T.SSP_Imon_ch5.F_CV,01/30/2015 13:04:34,6.38675e-06
35T.SSP_Vset_ch5.F_CV,01/30/2015 13:04:34,26.4982
35T.SSP_Vmon_ch6.F_CV,01/30/2015 13:04:34,26.3304
35T.SSP_Imon_ch6.F_CV,01/30/2015 13:04:34,7.19431e-06
35T.SSP_Vset_ch6.F_CV,01/30/2015 13:04:34,26.4982
35T.SSP_Vmon_ch7.F_CV,01/30/2015 13:04:34,26.3319
35T.SSP_Imon_ch7.F_CV,01/30/2015 13:04:34,7.1209e-06
35T.SSP_Vset_ch7.F_CV,01/30/2015 13:04:34,26.4982
35T.SSP_Vmon_ch8.F_CV,01/30/2015 13:04:34,26.2894
35T.SSP_Imon_ch8.F_CV,01/30/2015 13:04:34,9.24991e-06
35T.SSP_Vset_ch8.F_CV,01/30/2015 13:04:34,26.4982
35T.SSP_Vmon_ch9.F_CV,01/30/2015 13:04:34,26.1501
35T.SSP_Imon_ch9.F_CV,01/30/2015 13:04:34,1.62243e-05
35T.SSP_Vset_ch9.F_CV,01/30/2015 13:04:34,26.4982
35T.SSP_Vmon_ch10.F_CV,01/30/2015 13:04:34,26.3935
35T.SSP_Imon_ch10.F_CV,01/30/2015 13:04:34,4.0375e-06
35T.SSP_Vset_ch10.F_CV,01/30/2015 13:04:34,26.4982
35T.SSP_Vmon_ch11.F_CV,01/30/2015 13:04:34,26.3319
35T.SSP_Imon_ch11.F_CV,01/30/2015 13:04:34,7.1209e-06
35T.SSP_Vset_ch11.F_CV,01/30/2015 13:04:34,26.4982
35T.SSP_Vmon_ch0.F_CV,01/30/2015 13:05:04,26.1023
35T.SSP_Imon_ch0.F_CV,01/30/2015 13:05:04,1.86164e-05
35T.SSP_Vset_ch0.F_CV,01/30/2015 13:05:04,26.4982
35T.SSP_Vmon_ch1.F_CV,01/30/2015 13:05:04,26.2563
35T.SSP_Imon_ch1.F_CV,01/30/2015 13:05:04,1.0908e-05
35T.SSP_Vset_ch1.F_CV,01/30/2015 13:05:04,26.4982
35T.SSP_Vmon_ch2.F_CV,01/30/2015 13:05:04,26.3999
35T.SSP_Imon_ch2.F_CV,01/30/2015 13:05:04,3.7135e-06
35T.SSP_Vset_ch2.F_CV,01/30/2015 13:05:04,26.4982
35T.SSP_Vmon_ch3.F_CV,01/30/2015 13:05:04,26.4293
35T.SSP_Imon_ch3.F_CV,01/30/2015 13:05:04,2.24524e-06
35T.SSP_Vset_ch3.F_CV,01/30/2015 13:05:04,26.4982
35T.SSP_Vmon_ch4.F_CV,01/30/2015 13:05:04,26.3398
35T.SSP_Imon_ch4.F_CV,01/30/2015 13:05:04,6.72344e-06
35T.SSP_Vset_ch4.F_CV,01/30/2015 13:05:04,26.4982
35T.SSP_Vmon_ch5.F_CV,01/30/2015 13:05:04,26.3472
35T.SSP_Imon_ch5.F_CV,01/30/2015 13:05:04,6.35637e-06
35T.SSP_Vset_ch5.F_CV,01/30/2015 13:05:04,26.4982
35T.SSP_Vmon_ch6.F_CV,01/30/2015 13:05:04,26.3296
35T.SSP_Imon_ch6.F_CV,01/30/2015 13:05:04,7.23733e-06
35T.SSP_Vset_ch6.F_CV,01/30/2015 13:05:04,26.4982
35T.SSP_Vmon_ch7.F_CV,01/30/2015 13:05:04,26.3325
35T.SSP_Imon_ch7.F_CV,01/30/2015 13:05:04,7.09051e-06
35T.SSP_Vset_ch7.F_CV,01/30/2015 13:05:04,26.4982
35T.SSP_Vmon_ch8.F_CV,01/30/2015 13:05:04,26.29
35T.SSP_Imon_ch8.F_CV,01/30/2015 13:05:04,9.21949e-06
35T.SSP_Vset_ch8.F_CV,01/30/2015 13:05:04,26.4982
35T.SSP_Vmon_ch9.F_CV,01/30/2015 13:05:04,26.1492
35T.SSP_Imon_ch9.F_CV,01/30/2015 13:05:04,1.62671e-05
35T.SSP_Vset_ch9.F_CV,01/30/2015 13:05:04,26.4982
35T.SSP_Vmon_ch10.F_CV,01/30/2015 13:05:04,26.3941
35T.SSP_Imon_ch10.F_CV,01/30/2015 13:05:04,4.00715e-06
35T.SSP_Vset_ch10.F_CV,01/30/2015 13:05:04,26.4982
35T.SSP_Vmon_ch11.F_CV,01/30/2015 13:05:04,26.3325
35T.SSP_Imon_ch11.F_CV,01/30/2015 13:05:04,7.09051e-06
35T.SSP_Vset_ch11.F_CV,01/30/2015 13:05:04,26.4982
35T.SSP_Vmon_ch0.F_CV,01/30/2015 13:05:35,26.1023
35T.SSP_Imon_ch0.F_CV,01/30/2015 13:05:35,1.86164e-05
35T.SSP_Vset_ch0.F_CV,01/30/2015 13:05:35,26.4982
35T.SSP_Vmon_ch1.F_CV,01/30/2015 13:05:35,26.2563
35T.SSP_Imon_ch1.F_CV,01/30/2015 13:05:35,1.0908e-05
35T.SSP_Vset_ch1.F_CV,01/30/2015 13:05:35,26.4982
35T.SSP_Vmon_ch2.F_CV,01/30/2015 13:05:35,26.3999
35T.SSP_Imon_ch2.F_CV,01/30/2015 13:05:35,3.7135e-06
35T.SSP_Vset_ch2.F_CV,01/30/2015 13:05:35,26.4982
35T.SSP_Vmon_ch3.F_CV,01/30/2015 13:05:35,26.4307
35T.SSP_Imon_ch3.F_CV,01/30/2015 13:05:35,2.17182e-06
35T.SSP_Vset_ch3.F_CV,01/30/2015 13:05:35,26.4982
35T.SSP_Vmon_ch4.F_CV,01/30/2015 13:05:35,26.3384
35T.SSP_Imon_ch4.F_CV,01/30/2015 13:05:35,6.79685e-06
35T.SSP_Vset_ch4.F_CV,01/30/2015 13:05:35,26.4982
35T.SSP_Vmon_ch5.F_CV,01/30/2015 13:05:35,26.3472
35T.SSP_Imon_ch5.F_CV,01/30/2015 13:05:35,6.35637e-06
35T.SSP_Vset_ch5.F_CV,01/30/2015 13:05:35,26.4982
35T.SSP_Vmon_ch6.F_CV,01/30/2015 13:05:35,26.331
35T.SSP_Imon_ch6.F_CV,01/30/2015 13:05:35,7.16392e-06
35T.SSP_Vset_ch6.F_CV,01/30/2015 13:05:35,26.4982
35T.SSP_Vmon_ch7.F_CV,01/30/2015 13:05:35,26.331
35T.SSP_Imon_ch7.F_CV,01/30/2015 13:05:35,7.16392e-06
35T.SSP_Vset_ch7.F_CV,01/30/2015 13:05:35,26.4982
35T.SSP_Vmon_ch8.F_CV,01/30/2015 13:05:35,26.29
35T.SSP_Imon_ch8.F_CV,01/30/2015 13:05:35,9.21949e-06
35T.SSP_Vset_ch8.F_CV,01/30/2015 13:05:35,26.4982
35T.SSP_Vmon_ch9.F_CV,01/30/2015 13:05:35,26.1492
35T.SSP_Imon_ch9.F_CV,01/30/2015 13:05:35,1.62671e-05
35T.SSP_Vset_ch9.F_CV,01/30/2015 13:05:35,26.4982
35T.SSP_Vmon_ch10.F_CV,01/30/2015 13:05:35,26.3941
35T.SSP_Imon_ch10.F_CV,01/30/2015 13:05:35,4.00715e-06
35T.SSP_Vset_ch10.F_CV,01/30/2015 13:05:35,26.4982
35T.SSP_Vmon_ch11.F_CV,01/30/2015 13:05:35,26.3325
35T.SSP_Imon_ch11.F_CV,01/30/2015 13:05:35,7.09051e-06
35T.SSP_Vset_ch11.F_CV,01/30/2015 13:05:35,26.4982
35T.SSP_Vmon_ch0.F_CV,01/30/2015 13:06:05,26.1032
35T.SSP_Imon_ch0.F_CV,01/30/2015 13:06:05,1.85735e-05
35T.SSP_Vset_ch0.F_CV,01/30/2015 13:06:05,26.4982
35T.SSP_Vmon_ch1.F_CV,01/30/2015 13:06:05,26.2557
35T.SSP_Imon_ch1.F_CV,01/30/2015 13:06:05,1.09384e-05
35T.SSP_Vset_ch1.F_CV,01/30/2015 13:06:05,26.4982
35T.SSP_Vmon_ch2.F_CV,01/30/2015 13:06:05,26.3993
35T.SSP_Imon_ch2.F_CV,01/30/2015 13:06:05,3.74384e-06
35T.SSP_Vset_ch2.F_CV,01/30/2015 13:06:05,26.4982
35T.SSP_Vmon_ch3.F_CV,01/30/2015 13:06:05,26.4301
35T.SSP_Imon_ch3.F_CV,01/30/2015 13:06:05,2.20214e-06
35T.SSP_Vset_ch3.F_CV,01/30/2015 13:06:05,26.4982
35T.SSP_Vmon_ch4.F_CV,01/30/2015 13:06:05,26.3378
35T.SSP_Imon_ch4.F_CV,01/30/2015 13:06:05,6.82724e-06
35T.SSP_Vset_ch4.F_CV,01/30/2015 13:06:05,26.4982
35T.SSP_Vmon_ch5.F_CV,01/30/2015 13:06:05,26.3466
35T.SSP_Imon_ch5.F_CV,01/30/2015 13:06:05,6.38675e-06
35T.SSP_Vset_ch5.F_CV,01/30/2015 13:06:05,26.4982
35T.SSP_Vmon_ch6.F_CV,01/30/2015 13:06:05,26.329
35T.SSP_Imon_ch6.F_CV,01/30/2015 13:06:05,7.26773e-06
35T.SSP_Vset_ch6.F_CV,01/30/2015 13:06:05,26.4982
35T.SSP_Vmon_ch7.F_CV,01/30/2015 13:06:05,26.3304
35T.SSP_Imon_ch7.F_CV,01/30/2015 13:06:05,7.19431e-06
35T.SSP_Vset_ch7.F_CV,01/30/2015 13:06:05,26.4982
35T.SSP_Vmon_ch8.F_CV,01/30/2015 13:06:05,26.2894
35T.SSP_Imon_ch8.F_CV,01/30/2015 13:06:05,9.24991e-06
35T.SSP_Vset_ch8.F_CV,01/30/2015 13:06:05,26.4982
35T.SSP_Vmon_ch9.F_CV,01/30/2015 13:06:05,26.1501
35T.SSP_Imon_ch9.F_CV,01/30/2015 13:06:05,1.62243e-05
35T.SSP_Vset_ch9.F_CV,01/30/2015 13:06:05,26.4982
35T.SSP_Vmon_ch10.F_CV,01/30/2015 13:06:05,26.3935
35T.SSP_Imon_ch10.F_CV,01/30/2015 13:06:05,4.0375e-06
35T.SSP_Vset_ch10.F_CV,01/30/2015 13:06:05,26.4982
35T.SSP_Vmon_ch11.F_CV,01/30/2015 13:06:05,26.3319
35T.SSP_Imon_ch11.F_CV,01/30/2015 13:06:05,7.1209e-06
35T.SSP_Vset_ch11.F_CV,01/30/2015 13:06:05,26.4982
35T.SSP_Vmon_ch0.F_CV,01/30/2015 13:06:35,26.1067
35T.SSP_Imon_ch0.F_CV,01/30/2015 13:06:35,1.83961e-05
35T.SSP_Vset_ch0.F_CV,01/30/2015 13:06:35,26.4982
35T.SSP_Vmon_ch1.F_CV,01/30/2015 13:06:35,26.2607
35T.SSP_Imon_ch1.F_CV,01/30/2015 13:06:35,1.06877e-05
35T.SSP_Vset_ch1.F_CV,01/30/2015 13:06:35,26.4982
35T.SSP_Vmon_ch2.F_CV,01/30/2015 13:06:35,26.3999
35T.SSP_Imon_ch2.F_CV,01/30/2015 13:06:35,3.7135e-06
35T.SSP_Vset_ch2.F_CV,01/30/2015 13:06:35,26.4982
35T.SSP_Vmon_ch3.F_CV,01/30/2015 13:06:35,26.4307
35T.SSP_Imon_ch3.F_CV,01/30/2015 13:06:35,2.17182e-06
35T.SSP_Vset_ch3.F_CV,01/30/2015 13:06:35,26.4982
35T.SSP_Vmon_ch4.F_CV,01/30/2015 13:06:35,26.3398
35T.SSP_Imon_ch4.F_CV,01/30/2015 13:06:35,6.72344e-06
35T.SSP_Vset_ch4.F_CV,01/30/2015 13:06:35,26.4982
35T.SSP_Vmon_ch5.F_CV,01/30/2015 13:06:35,26.3472
35T.SSP_Imon_ch5.F_CV,01/30/2015 13:06:35,6.35637e-06
35T.SSP_Vset_ch5.F_CV,01/30/2015 13:06:35,26.4982
35T.SSP_Vmon_ch6.F_CV,01/30/2015 13:06:35,26.331
35T.SSP_Imon_ch6.F_CV,01/30/2015 13:06:35,7.16392e-06
35T.SSP_Vset_ch6.F_CV,01/30/2015 13:06:35,26.4982
35T.SSP_Vmon_ch7.F_CV,01/30/2015 13:06:35,26.331
35T.SSP_Imon_ch7.F_CV,01/30/2015 13:06:35,7.16392e-06
35T.SSP_Vset_ch7.F_CV,01/30/2015 13:06:35,26.4982
35T.SSP_Vmon_ch8.F_CV,01/30/2015 13:06:35,26.29
35T.SSP_Imon_ch8.F_CV,01/30/2015 13:06:35,9.21949e-06
35T.SSP_Vset_ch8.F_CV,01/30/2015 13:06:35,26.4982
35T.SSP_Vmon_ch9.F_CV,01/30/2015 13:06:35,26.1492
35T.SSP_Imon_ch9.F_CV,01/30/2015 13:06:35,1.62671e-05
35T.SSP_Vset_ch9.F_CV,01/30/2015 13:06:35,26.4982
35T.SSP_Vmon_ch10.F_CV,01/30/2015 13:06:35,26.3941
35T.SSP_Imon_ch10.F_CV,01/30/2015 13:06:35,4.00715e-06
35T.SSP_Vset_ch10.F_CV,01/30/2015 13:06:35,26.4982
35T.SSP_Vmon_ch11.F_CV,01/30/2015 13:06:35,26.3325
35T.SSP_Imon_ch11.F_CV,01/30/2015 13:06:35,7.09051e-06
35T.SSP_Vset_ch11.F_CV,01/30/2015 13:06:35,26.4982
35T.SSP_Vmon_ch0.F_CV,01/30/2015 13:07:05,26.1002
35T.SSP_Imon_ch0.F_CV,01/30/2015 13:07:05,1.87204e-05
35T.SSP_Vset_ch0.F_CV,01/30/2015 13:07:05,26.4982
35T.SSP_Vmon_ch1.F_CV,01/30/2015 13:07:05,26.2542
35T.SSP_Imon_ch1.F_CV,01/30/2015 13:07:05,1.10119e-05
35T.SSP_Vset_ch1.F_CV,01/30/2015 13:07:05,26.4982
35T.SSP_Vmon_ch2.F_CV,01/30/2015 13:07:05,26.3993
35T.SSP_Imon_ch2.F_CV,01/30/2015 13:07:05,3.74384e-06
35T.SSP_Vset_ch2.F_CV,01/30/2015 13:07:05,26.4982
35T.SSP_Vmon_ch3.F_CV,01/30/2015 13:07:05,26.4301
35T.SSP_Imon_ch3.F_CV,01/30/2015 13:07:05,2.20214e-06
35T.SSP_Vset_ch3.F_CV,01/30/2015 13:07:05,26.4982
35T.SSP_Vmon_ch4.F_CV,01/30/2015 13:07:05,26.3378
35T.SSP_Imon_ch4.F_CV,01/30/2015 13:07:05,6.82724e-06
35T.SSP_Vset_ch4.F_CV,01/30/2015 13:07:05,26.4982
35T.SSP_Vmon_ch5.F_CV,01/30/2015 13:07:05,26.3466
35T.SSP_Imon_ch5.F_CV,01/30/2015 13:07:05,6.38675e-06
35T.SSP_Vset_ch5.F_CV,01/30/2015 13:07:05,26.4982
35T.SSP_Vmon_ch6.F_CV,01/30/2015 13:07:05,26.3319
35T.SSP_Imon_ch6.F_CV,01/30/2015 13:07:05,7.1209e-06
35T.SSP_Vset_ch6.F_CV,01/30/2015 13:07:05,26.4982
35T.SSP_Vmon_ch7.F_CV,01/30/2015 13:07:05,26.3304
35T.SSP_Imon_ch7.F_CV,01/30/2015 13:07:05,7.19431e-06
35T.SSP_Vset_ch7.F_CV,01/30/2015 13:07:05,26.4982
35T.SSP_Vmon_ch8.F_CV,01/30/2015 13:07:05,26.2894
35T.SSP_Imon_ch8.F_CV,01/30/2015 13:07:05,9.24991e-06
35T.SSP_Vset_ch8.F_CV,01/30/2015 13:07:05,26.4982
35T.SSP_Vmon_ch9.F_CV,01/30/2015 13:07:05,26.1486
35T.SSP_Imon_ch9.F_CV,01/30/2015 13:07:05,1.62977e-05
35T.SSP_Vset_ch9.F_CV,01/30/2015 13:07:05,26.4982
35T.SSP_Vmon_ch10.F_CV,01/30/2015 13:07:05,26.3935
35T.SSP_Imon_ch10.F_CV,01/30/2015 13:07:05,4.0375e-06
35T.SSP_Vset_ch10.F_CV,01/30/2015 13:07:05,26.4982
35T.SSP_Vmon_ch11.F_CV,01/30/2015 13:07:05,26.3319
35T.SSP_Imon_ch11.F_CV,01/30/2015 13:07:05,7.1209e-06
35T.SSP_Vset_ch11.F_CV,01/30/2015 13:07:05,26.4982
35T.SSP_Vmon_ch0.F_CV,01/30/2015 13:07:35,26.1008
35T.SSP_Imon_ch0.F_CV,01/30/2015 13:07:35,1.86898e-05
35T.SSP_Vset_ch0.F_CV,01/30/2015 13:07:35,26.4982
35T.SSP_Vmon_ch1.F_CV,01/30/2015 13:07:35,26.2548
35T.SSP_Imon_ch1.F_CV,01/30/2015 13:07:35,1.09814e-05
35T.SSP_Vset_ch1.F_CV,01/30/2015 13:07:35,26.4982
35T.SSP_Vmon_ch2.F_CV,01/30/2015 13:07:35,26.3999
35T.SSP_Imon_ch2.F_CV,01/30/2015 13:07:35,3.7135e-06
35T.SSP_Vset_ch2.F_CV,01/30/2015 13:07:35,26.4982
35T.SSP_Vmon_ch3.F_CV,01/30/2015 13:07:35,26.4307
35T.SSP_Imon_ch3.F_CV,01/30/2015 13:07:35,2.17182e-06
35T.SSP_Vset_ch3.F_CV,01/30/2015 13:07:35,26.4982
35T.SSP_Vmon_ch4.F_CV,01/30/2015 13:07:35,26.3384
35T.SSP_Imon_ch4.F_CV,01/30/2015 13:07:35,6.79685e-06
35T.SSP_Vset_ch4.F_CV,01/30/2015 13:07:35,26.4982
35T.SSP_Vmon_ch5.F_CV,01/30/2015 13:07:35,26.3472
35T.SSP_Imon_ch5.F_CV,01/30/2015 13:07:35,6.35637e-06
35T.SSP_Vset_ch5.F_CV,01/30/2015 13:07:35,26.4982
35T.SSP_Vmon_ch6.F_CV,01/30/2015 13:07:35,26.3296
35T.SSP_Imon_ch6.F_CV,01/30/2015 13:07:35,7.23733e-06
35T.SSP_Vset_ch6.F_CV,01/30/2015 13:07:35,26.4982
35T.SSP_Vmon_ch7.F_CV,01/30/2015 13:07:35,26.331
35T.SSP_Imon_ch7.F_CV,01/30/2015 13:07:35,7.16392e-06
35T.SSP_Vset_ch7.F_CV,01/30/2015 13:07:35,26.4982
35T.SSP_Vmon_ch8.F_CV,01/30/2015 13:07:35,26.29
35T.SSP_Imon_ch8.F_CV,01/30/2015 13:07:35,9.21949e-06
35T.SSP_Vset_ch8.F_CV,01/30/2015 13:07:35,26.4982
35T.SSP_Vmon_ch9.F_CV,01/30/2015 13:07:35,26.1492
35T.SSP_Imon_ch9.F_CV,01/30/2015 13:07:35,1.62671e-05
35T.SSP_Vset_ch9.F_CV,01/30/2015 13:07:35,26.4982
35T.SSP_Vmon_ch10.F_CV,01/30/2015 13:07:35,26.3941
35T.SSP_Imon_ch10.F_CV,01/30/2015 13:07:35,4.00715e-06
35T.SSP_Vset_ch10.F_CV,01/30/2015 13:07:35,26.4982
35T.SSP_Vmon_ch11.F_CV,01/30/2015 13:07:35,26.3325
35T.SSP_Imon_ch11.F_CV,01/30/2015 13:07:35,7.09051e-06
35T.SSP_Vset_ch11.F_CV,01/30/2015 13:07:35,26.4982
35T.SSP_Vmon_ch0.F_CV,01/30/2015 13:08:05,26.1032
35T.SSP_Imon_ch0.F_CV,01/30/2015 13:08:05,1.85735e-05
35T.SSP_Vset_ch0.F_CV,01/30/2015 13:08:05,26.4982
35T.SSP_Vmon_ch1.F_CV,01/30/2015 13:08:05,26.2542
35T.SSP_Imon_ch1.F_CV,01/30/2015 13:08:05,1.10119e-05
35T.SSP_Vset_ch1.F_CV,01/30/2015 13:08:05,26.4982
35T.SSP_Vmon_ch2.F_CV,01/30/2015 13:08:05,26.3993
35T.SSP_Imon_ch2.F_CV,01/30/2015 13:08:05,3.74384e-06
35T.SSP_Vset_ch2.F_CV,01/30/2015 13:08:05,26.4982
35T.SSP_Vmon_ch3.F_CV,01/30/2015 13:08:05,26.4287
35T.SSP_Imon_ch3.F_CV,01/30/2015 13:08:05,2.27555e-06
35T.SSP_Vset_ch3.F_CV,01/30/2015 13:08:05,26.4982
35T.SSP_Vmon_ch4.F_CV,01/30/2015 13:08:05,26.3378
35T.SSP_Imon_ch4.F_CV,01/30/2015 13:08:05,6.82724e-06
35T.SSP_Vset_ch4.F_CV,01/30/2015 13:08:05,26.4982
35T.SSP_Vmon_ch5.F_CV,01/30/2015 13:08:05,26.3466
35T.SSP_Imon_ch5.F_CV,01/30/2015 13:08:05,6.38675e-06
35T.SSP_Vset_ch5.F_CV,01/30/2015 13:08:05,26.4982
35T.SSP_Vmon_ch6.F_CV,01/30/2015 13:08:05,26.3304
35T.SSP_Imon_ch6.F_CV,01/30/2015 13:08:05,7.19431e-06
35T.SSP_Vset_ch6.F_CV,01/30/2015 13:08:05,26.4982
35T.SSP_Vmon_ch7.F_CV,01/30/2015 13:08:05,26.3304
35T.SSP_Imon_ch7.F_CV,01/30/2015 13:08:05,7.19431e-06
35T.SSP_Vset_ch7.F_CV,01/30/2015 13:08:05,26.4982
35T.SSP_Vmon_ch8.F_CV,01/30/2015 13:08:05,26.2894
35T.SSP_Imon_ch8.F_CV,01/30/2015 13:08:05,9.24991e-06
35T.SSP_Vset_ch8.F_CV,01/30/2015 13:08:05,26.4982
35T.SSP_Vmon_ch9.F_CV,01/30/2015 13:08:05,26.1486
35T.SSP_Imon_ch9.F_CV,01/30/2015 13:08:05,1.62977e-05
35T.SSP_Vset_ch9.F_CV,01/30/2015 13:08:05,26.4982
35T.SSP_Vmon_ch10.F_CV,01/30/2015 13:08:05,26.3935
