[Data]
Tagname,TimeStamp,Value
35T.SSP_Vmon_ch2.F_CV,01/30/2015 13:39:06,26.3993
35T.SSP_Imon_ch2.F_CV,01/30/2015 13:39:06,3.74384e-06
35T.SSP_Vset_ch2.F_CV,01/30/2015 13:39:06,26.4982
35T.SSP_Vmon_ch3.F_CV,01/30/2015 13:39:06,26.4301
35T.SSP_Imon_ch3.F_CV,01/30/2015 13:39:06,2.20214e-06
35T.SSP_Vset_ch3.F_CV,01/30/2015 13:39:06,26.4982
35T.SSP_Vmon_ch4.F_CV,01/30/2015 13:39:06,26.3378
35T.SSP_Imon_ch4.F_CV,01/30/2015 13:39:06,6.82724e-06
35T.SSP_Vset_ch4.F_CV,01/30/2015 13:39:06,26.4982
35T.SSP_Vmon_ch5.F_CV,01/30/2015 13:39:06,26.3466
35T.SSP_Imon_ch5.F_CV,01/30/2015 13:39:06,6.38675e-06
35T.SSP_Vset_ch5.F_CV,01/30/2015 13:39:06,26.4982
35T.SSP_Vmon_ch6.F_CV,01/30/2015 13:39:06,26.3304
35T.SSP_Imon_ch6.F_CV,01/30/2015 13:39:06,7.19431e-06
35T.SSP_Vset_ch6.F_CV,01/30/2015 13:39:06,26.4982
35T.SSP_Vmon_ch7.F_CV,01/30/2015 13:39:06,26.3304
35T.SSP_Imon_ch7.F_CV,01/30/2015 13:39:06,7.19431e-06
35T.SSP_Vset_ch7.F_CV,01/30/2015 13:39:06,26.4982
35T.SSP_Vmon_ch8.F_CV,01/30/2015 13:39:06,26.2894
35T.SSP_Imon_ch8.F_CV,01/30/2015 13:39:06,9.24991e-06
35T.SSP_Vset_ch8.F_CV,01/30/2015 13:39:06,26.4982
35T.SSP_Vmon_ch9.F_CV,01/30/2015 13:39:06,26.1486
35T.SSP_Imon_ch9.F_CV,01/30/2015 13:39:06,1.62977e-05
35T.SSP_Vset_ch9.F_CV,01/30/2015 13:39:06,26.4982
35T.SSP_Vmon_ch10.F_CV,01/30/2015 13:39:06,26.3935
35T.SSP_Imon_ch10.F_CV,01/30/2015 13:39:06,4.0375e-06
35T.SSP_Vset_ch10.F_CV,01/30/2015 13:39:06,26.4982
35T.SSP_Vmon_ch11.F_CV,01/30/2015 13:39:06,26.3319
35T.SSP_Imon_ch11.F_CV,01/30/2015 13:39:06,7.1209e-06
35T.SSP_Vset_ch11.F_CV,01/30/2015 13:39:06,26.4982
35T.SSP_Vmon_ch0.F_CV,01/30/2015 13:39:36,26.1002
35T.SSP_Imon_ch0.F_CV,01/30/2015 13:39:36,1.87204e-05
35T.SSP_Vset_ch0.F_CV,01/30/2015 13:39:36,26.4982
35T.SSP_Vmon_ch1.F_CV,01/30/2015 13:39:36,26.2557
35T.SSP_Imon_ch1.F_CV,01/30/2015 13:39:36,1.09384e-05
35T.SSP_Vset_ch1.F_CV,01/30/2015 13:39:36,26.4982
35T.SSP_Vmon_ch2.F_CV,01/30/2015 13:39:36,26.3993
35T.SSP_Imon_ch2.F_CV,01/30/2015 13:39:36,3.74384e-06
35T.SSP_Vset_ch2.F_CV,01/30/2015 13:39:36,26.4982
35T.SSP_Vmon_ch3.F_CV,01/30/2015 13:39:36,26.4301
35T.SSP_Imon_ch3.F_CV,01/30/2015 13:39:36,2.20214e-06
35T.SSP_Vset_ch3.F_CV,01/30/2015 13:39:36,26.4982
35T.SSP_Vmon_ch4.F_CV,01/30/2015 13:39:36,26.3392
35T.SSP_Imon_ch4.F_CV,01/30/2015 13:39:36,6.75383e-06
35T.SSP_Vset_ch4.F_CV,01/30/2015 13:39:36,26.4982
35T.SSP_Vmon_ch5.F_CV,01/30/2015 13:39:36,26.3466
35T.SSP_Imon_ch5.F_CV,01/30/2015 13:39:36,6.38675e-06
35T.SSP_Vset_ch5.F_CV,01/30/2015 13:39:36,26.4982
35T.SSP_Vmon_ch6.F_CV,01/30/2015 13:39:36,26.3304
35T.SSP_Imon_ch6.F_CV,01/30/2015 13:39:36,7.19431e-06
35T.SSP_Vset_ch6.F_CV,01/30/2015 13:39:36,26.4982
35T.SSP_Vmon_ch7.F_CV,01/30/2015 13:39:36,26.329
35T.SSP_Imon_ch7.F_CV,01/30/2015 13:39:36,7.26773e-06
35T.SSP_Vset_ch7.F_CV,01/30/2015 13:39:36,26.4982
35T.SSP_Vmon_ch8.F_CV,01/30/2015 13:39:36,26.2894
35T.SSP_Imon_ch8.F_CV,01/30/2015 13:39:36,9.24991e-06
35T.SSP_Vset_ch8.F_CV,01/30/2015 13:39:36,26.4982
35T.SSP_Vmon_ch9.F_CV,01/30/2015 13:39:36,26.1486
35T.SSP_Imon_ch9.F_CV,01/30/2015 13:39:36,1.62977e-05
35T.SSP_Vset_ch9.F_CV,01/30/2015 13:39:36,26.4982
35T.SSP_Vmon_ch10.F_CV,01/30/2015 13:39:36,26.3935
35T.SSP_Imon_ch10.F_CV,01/30/2015 13:39:36,4.0375e-06
35T.SSP_Vset_ch10.F_CV,01/30/2015 13:39:36,26.4982
35T.SSP_Vmon_ch11.F_CV,01/30/2015 13:39:36,26.3319
35T.SSP_Imon_ch11.F_CV,01/30/2015 13:39:36,7.1209e-06
35T.SSP_Vset_ch11.F_CV,01/30/2015 13:39:36,26.4982
35T.SSP_Vmon_ch0.F_CV,01/30/2015 13:40:06,26.1002
35T.SSP_Imon_ch0.F_CV,01/30/2015 13:40:06,1.87204e-05
35T.SSP_Vset_ch0.F_CV,01/30/2015 13:40:06,26.4982
35T.SSP_Vmon_ch1.F_CV,01/30/2015 13:40:06,26.2557
35T.SSP_Imon_ch1.F_CV,01/30/2015 13:40:06,1.09384e-05
35T.SSP_Vset_ch1.F_CV,01/30/2015 13:40:06,26.4982
35T.SSP_Vmon_ch2.F_CV,01/30/2015 13:40:06,26.3993
35T.SSP_Imon_ch2.F_CV,01/30/2015 13:40:06,3.74384e-06
35T.SSP_Vset_ch2.F_CV,01/30/2015 13:40:06,26.4982
35T.SSP_Vmon_ch3.F_CV,01/30/2015 13:40:06,26.4301
35T.SSP_Imon_ch3.F_CV,01/30/2015 13:40:06,2.20214e-06
35T.SSP_Vset_ch3.F_CV,01/30/2015 13:40:06,26.4982
35T.SSP_Vmon_ch4.F_CV,01/30/2015 13:40:06,26.3392
35T.SSP_Imon_ch4.F_CV,01/30/2015 13:40:06,6.75383e-06
35T.SSP_Vset_ch4.F_CV,01/30/2015 13:40:06,26.4982
35T.SSP_Vmon_ch5.F_CV,01/30/2015 13:40:06,26.3466
35T.SSP_Imon_ch5.F_CV,01/30/2015 13:40:06,6.38675e-06
35T.SSP_Vset_ch5.F_CV,01/30/2015 13:40:06,26.4982
35T.SSP_Vmon_ch6.F_CV,01/30/2015 13:40:06,26.3304
35T.SSP_Imon_ch6.F_CV,01/30/2015 13:40:06,7.19431e-06
35T.SSP_Vset_ch6.F_CV,01/30/2015 13:40:06,26.4982
35T.SSP_Vmon_ch7.F_CV,01/30/2015 13:40:06,26.3304
35T.SSP_Imon_ch7.F_CV,01/30/2015 13:40:06,7.19431e-06
35T.SSP_Vset_ch7.F_CV,01/30/2015 13:40:06,26.4982
35T.SSP_Vmon_ch8.F_CV,01/30/2015 13:40:06,26.2879
35T.SSP_Imon_ch8.F_CV,01/30/2015 13:40:06,9.32333e-06
35T.SSP_Vset_ch8.F_CV,01/30/2015 13:40:06,26.4982
35T.SSP_Vmon_ch9.F_CV,01/30/2015 13:40:06,26.1486
35T.SSP_Imon_ch9.F_CV,01/30/2015 13:40:06,1.62977e-05
35T.SSP_Vset_ch9.F_CV,01/30/2015 13:40:06,26.4982
35T.SSP_Vmon_ch10.F_CV,01/30/2015 13:40:06,26.3935
35T.SSP_Imon_ch10.F_CV,01/30/2015 13:40:06,4.0375e-06
35T.SSP_Vset_ch10.F_CV,01/30/2015 13:40:06,26.4982
35T.SSP_Vmon_ch11.F_CV,01/30/2015 13:40:06,26.3319
35T.SSP_Imon_ch11.F_CV,01/30/2015 13:40:06,7.1209e-06
35T.SSP_Vset_ch11.F_CV,01/30/2015 13:40:06,26.4982
35T.SSP_Vmon_ch0.F_CV,01/30/2015 13:40:36,26.1023
35T.SSP_Imon_ch0.F_CV,01/30/2015 13:40:36,1.86164e-05
35T.SSP_Vset_ch0.F_CV,01/30/2015 13:40:36,26.4982
35T.SSP_Vmon_ch1.F_CV,01/30/2015 13:40:36,26.2563
35T.SSP_Imon_ch1.F_CV,01/30/2015 13:40:36,1.0908e-05
35T.SSP_Vset_ch1.F_CV,01/30/2015 13:40:36,26.4982
35T.SSP_Vmon_ch2.F_CV,01/30/2015 13:40:36,26.4014
35T.SSP_Imon_ch2.F_CV,01/30/2015 13:40:36,3.64009e-06
35T.SSP_Vset_ch2.F_CV,01/30/2015 13:40:36,26.4982
35T.SSP_Vmon_ch3.F_CV,01/30/2015 13:40:36,26.4293
35T.SSP_Imon_ch3.F_CV,01/30/2015 13:40:36,2.24524e-06
35T.SSP_Vset_ch3.F_CV,01/30/2015 13:40:36,26.4982
35T.SSP_Vmon_ch4.F_CV,01/30/2015 13:40:36,26.3398
35T.SSP_Imon_ch4.F_CV,01/30/2015 13:40:36,6.72344e-06
35T.SSP_Vset_ch4.F_CV,01/30/2015 13:40:36,26.4982
35T.SSP_Vmon_ch5.F_CV,01/30/2015 13:40:36,26.3472
35T.SSP_Imon_ch5.F_CV,01/30/2015 13:40:36,6.35637e-06
35T.SSP_Vset_ch5.F_CV,01/30/2015 13:40:36,26.4982
35T.SSP_Vmon_ch6.F_CV,01/30/2015 13:40:36,26.331
35T.SSP_Imon_ch6.F_CV,01/30/2015 13:40:36,7.16392e-06
35T.SSP_Vset_ch6.F_CV,01/30/2015 13:40:36,26.4982
35T.SSP_Vmon_ch7.F_CV,01/30/2015 13:40:36,26.331
35T.SSP_Imon_ch7.F_CV,01/30/2015 13:40:36,7.16392e-06
35T.SSP_Vset_ch7.F_CV,01/30/2015 13:40:36,26.4982
35T.SSP_Vmon_ch8.F_CV,01/30/2015 13:40:36,26.29
35T.SSP_Imon_ch8.F_CV,01/30/2015 13:40:36,9.21949e-06
35T.SSP_Vset_ch8.F_CV,01/30/2015 13:40:36,26.4982
35T.SSP_Vmon_ch9.F_CV,01/30/2015 13:40:36,26.1507
35T.SSP_Imon_ch9.F_CV,01/30/2015 13:40:36,1.61937e-05
35T.SSP_Vset_ch9.F_CV,01/30/2015 13:40:36,26.4982
35T.SSP_Vmon_ch10.F_CV,01/30/2015 13:40:36,26.3941
35T.SSP_Imon_ch10.F_CV,01/30/2015 13:40:36,4.00715e-06
35T.SSP_Vset_ch10.F_CV,01/30/2015 13:40:36,26.4982
35T.SSP_Vmon_ch11.F_CV,01/30/2015 13:40:36,26.3325
35T.SSP_Imon_ch11.F_CV,01/30/2015 13:40:36,7.09051e-06
35T.SSP_Vset_ch11.F_CV,01/30/2015 13:40:36,26.4982
35T.SSP_Vmon_ch0.F_CV,01/30/2015 13:41:06,26.1017
35T.SSP_Imon_ch0.F_CV,01/30/2015 13:41:06,1.86469e-05
35T.SSP_Vset_ch0.F_CV,01/30/2015 13:41:06,26.4982
35T.SSP_Vmon_ch1.F_CV,01/30/2015 13:41:06,26.2542
35T.SSP_Imon_ch1.F_CV,01/30/2015 13:41:06,1.10119e-05
35T.SSP_Vset_ch1.F_CV,01/30/2015 13:41:06,26.4982
35T.SSP_Vmon_ch2.F_CV,01/30/2015 13:41:06,26.3993
35T.SSP_Imon_ch2.F_CV,01/30/2015 13:41:06,3.74384e-06
35T.SSP_Vset_ch2.F_CV,01/30/2015 13:41:06,26.4982
35T.SSP_Vmon_ch3.F_CV,01/30/2015 13:41:06,26.4301
35T.SSP_Imon_ch3.F_CV,01/30/2015 13:41:06,2.20214e-06
35T.SSP_Vset_ch3.F_CV,01/30/2015 13:41:06,26.4982
35T.SSP_Vmon_ch4.F_CV,01/30/2015 13:41:06,26.3378
35T.SSP_Imon_ch4.F_CV,01/30/2015 13:41:06,6.82724e-06
35T.SSP_Vset_ch4.F_CV,01/30/2015 13:41:06,26.4982
35T.SSP_Vmon_ch5.F_CV,01/30/2015 13:41:06,26.3466
35T.SSP_Imon_ch5.F_CV,01/30/2015 13:41:06,6.38675e-06
35T.SSP_Vset_ch5.F_CV,01/30/2015 13:41:06,26.4982
35T.SSP_Vmon_ch6.F_CV,01/30/2015 13:41:06,26.3304
35T.SSP_Imon_ch6.F_CV,01/30/2015 13:41:06,7.19431e-06
35T.SSP_Vset_ch6.F_CV,01/30/2015 13:41:06,26.4982
35T.SSP_Vmon_ch7.F_CV,01/30/2015 13:41:06,26.3304
35T.SSP_Imon_ch7.F_CV,01/30/2015 13:41:06,7.19431e-06
35T.SSP_Vset_ch7.F_CV,01/30/2015 13:41:06,26.4982
35T.SSP_Vmon_ch8.F_CV,01/30/2015 13:41:06,26.2894
35T.SSP_Imon_ch8.F_CV,01/30/2015 13:41:06,9.24991e-06
35T.SSP_Vset_ch8.F_CV,01/30/2015 13:41:06,26.4982
35T.SSP_Vmon_ch9.F_CV,01/30/2015 13:41:06,26.1486
35T.SSP_Imon_ch9.F_CV,01/30/2015 13:41:06,1.62977e-05
35T.SSP_Vset_ch9.F_CV,01/30/2015 13:41:06,26.4982
35T.SSP_Vmon_ch10.F_CV,01/30/2015 13:41:06,26.3935
35T.SSP_Imon_ch10.F_CV,01/30/2015 13:41:06,4.0375e-06
35T.SSP_Vset_ch10.F_CV,01/30/2015 13:41:06,26.4982
35T.SSP_Vmon_ch11.F_CV,01/30/2015 13:41:06,26.3319
35T.SSP_Imon_ch11.F_CV,01/30/2015 13:41:06,7.1209e-06
35T.SSP_Vset_ch11.F_CV,01/30/2015 13:41:06,26.4982
35T.SSP_Vmon_ch0.F_CV,01/30/2015 13:41:36,26.1017
35T.SSP_Imon_ch0.F_CV,01/30/2015 13:41:36,1.86469e-05
35T.SSP_Vset_ch0.F_CV,01/30/2015 13:41:36,26.4982
35T.SSP_Vmon_ch1.F_CV,01/30/2015 13:41:36,26.2542
35T.SSP_Imon_ch1.F_CV,01/30/2015 13:41:36,1.10119e-05
35T.SSP_Vset_ch1.F_CV,01/30/2015 13:41:36,26.4982
35T.SSP_Vmon_ch2.F_CV,01/30/2015 13:41:36,26.3993
35T.SSP_Imon_ch2.F_CV,01/30/2015 13:41:36,3.74384e-06
35T.SSP_Vset_ch2.F_CV,01/30/2015 13:41:36,26.4982
35T.SSP_Vmon_ch3.F_CV,01/30/2015 13:41:36,26.4301
35T.SSP_Imon_ch3.F_CV,01/30/2015 13:41:36,2.20214e-06
35T.SSP_Vset_ch3.F_CV,01/30/2015 13:41:36,26.4982
35T.SSP_Vmon_ch4.F_CV,01/30/2015 13:41:36,26.3378
35T.SSP_Imon_ch4.F_CV,01/30/2015 13:41:36,6.82724e-06
35T.SSP_Vset_ch4.F_CV,01/30/2015 13:41:36,26.4982
35T.SSP_Vmon_ch5.F_CV,01/30/2015 13:41:36,26.3466
35T.SSP_Imon_ch5.F_CV,01/30/2015 13:41:36,6.38675e-06
35T.SSP_Vset_ch5.F_CV,01/30/2015 13:41:36,26.4982
35T.SSP_Vmon_ch6.F_CV,01/30/2015 13:41:36,26.3304
35T.SSP_Imon_ch6.F_CV,01/30/2015 13:41:36,7.19431e-06
35T.SSP_Vset_ch6.F_CV,01/30/2015 13:41:36,26.4982
35T.SSP_Vmon_ch7.F_CV,01/30/2015 13:41:36,26.3304
35T.SSP_Imon_ch7.F_CV,01/30/2015 13:41:36,7.19431e-06
35T.SSP_Vset_ch7.F_CV,01/30/2015 13:41:36,26.4982
35T.SSP_Vmon_ch8.F_CV,01/30/2015 13:41:36,26.2894
35T.SSP_Imon_ch8.F_CV,01/30/2015 13:41:36,9.24991e-06
35T.SSP_Vset_ch8.F_CV,01/30/2015 13:41:36,26.4982
35T.SSP_Vmon_ch9.F_CV,01/30/2015 13:41:36,26.1486
35T.SSP_Imon_ch9.F_CV,01/30/2015 13:41:36,1.62977e-05
35T.SSP_Vset_ch9.F_CV,01/30/2015 13:41:36,26.4982
35T.SSP_Vmon_ch10.F_CV,01/30/2015 13:41:36,26.3935
35T.SSP_Imon_ch10.F_CV,01/30/2015 13:41:36,4.0375e-06
35T.SSP_Vset_ch10.F_CV,01/30/2015 13:41:36,26.4982
35T.SSP_Vmon_ch11.F_CV,01/30/2015 13:41:36,26.3319
35T.SSP_Imon_ch11.F_CV,01/30/2015 13:41:36,7.1209e-06
35T.SSP_Vset_ch11.F_CV,01/30/2015 13:41:36,26.4982
35T.SSP_Vmon_ch0.F_CV,01/30/2015 13:42:06,26.1002
35T.SSP_Imon_ch0.F_CV,01/30/2015 13:42:06,1.87204e-05
35T.SSP_Vset_ch0.F_CV,01/30/2015 13:42:06,26.4982
35T.SSP_Vmon_ch1.F_CV,01/30/2015 13:42:06,26.2557
35T.SSP_Imon_ch1.F_CV,01/30/2015 13:42:06,1.09384e-05
35T.SSP_Vset_ch1.F_CV,01/30/2015 13:42:06,26.4982
35T.SSP_Vmon_ch2.F_CV,01/30/2015 13:42:06,26.3993
35T.SSP_Imon_ch2.F_CV,01/30/2015 13:42:06,3.74384e-06
35T.SSP_Vset_ch2.F_CV,01/30/2015 13:42:06,26.4982
35T.SSP_Vmon_ch3.F_CV,01/30/2015 13:42:06,26.4301
35T.SSP_Imon_ch3.F_CV,01/30/2015 13:42:06,2.20214e-06
35T.SSP_Vset_ch3.F_CV,01/30/2015 13:42:06,26.4982
35T.SSP_Vmon_ch4.F_CV,01/30/2015 13:42:06,26.3392
35T.SSP_Imon_ch4.F_CV,01/30/2015 13:42:06,6.75383e-06
35T.SSP_Vset_ch4.F_CV,01/30/2015 13:42:06,26.4982
35T.SSP_Vmon_ch5.F_CV,01/30/2015 13:42:06,26.3466
35T.SSP_Imon_ch5.F_CV,01/30/2015 13:42:06,6.38675e-06
35T.SSP_Vset_ch5.F_CV,01/30/2015 13:42:06,26.4982
35T.SSP_Vmon_ch6.F_CV,01/30/2015 13:42:06,26.3304
35T.SSP_Imon_ch6.F_CV,01/30/2015 13:42:06,7.19431e-06
35T.SSP_Vset_ch6.F_CV,01/30/2015 13:42:06,26.4982
35T.SSP_Vmon_ch7.F_CV,01/30/2015 13:42:06,26.3304
35T.SSP_Imon_ch7.F_CV,01/30/2015 13:42:06,7.19431e-06
35T.SSP_Vset_ch7.F_CV,01/30/2015 13:42:06,26.4982
35T.SSP_Vmon_ch8.F_CV,01/30/2015 13:42:06,26.2894
35T.SSP_Imon_ch8.F_CV,01/30/2015 13:42:06,9.24991e-06
35T.SSP_Vset_ch8.F_CV,01/30/2015 13:42:06,26.4982
35T.SSP_Vmon_ch9.F_CV,01/30/2015 13:42:06,26.1501
35T.SSP_Imon_ch9.F_CV,01/30/2015 13:42:06,1.62243e-05
35T.SSP_Vset_ch9.F_CV,01/30/2015 13:42:06,26.4982
35T.SSP_Vmon_ch10.F_CV,01/30/2015 13:42:06,26.3935
35T.SSP_Imon_ch10.F_CV,01/30/2015 13:42:06,4.0375e-06
35T.SSP_Vset_ch10.F_CV,01/30/2015 13:42:06,26.4982
35T.SSP_Vmon_ch11.F_CV,01/30/2015 13:42:06,26.3334
35T.SSP_Imon_ch11.F_CV,01/30/2015 13:42:06,7.04748e-06
35T.SSP_Vset_ch11.F_CV,01/30/2015 13:42:06,26.4982
35T.SSP_Vmon_ch0.F_CV,01/30/2015 13:42:36,26.1008
35T.SSP_Imon_ch0.F_CV,01/30/2015 13:42:36,1.86898e-05
35T.SSP_Vset_ch0.F_CV,01/30/2015 13:42:36,26.4982
35T.SSP_Vmon_ch1.F_CV,01/30/2015 13:42:36,26.2563
35T.SSP_Imon_ch1.F_CV,01/30/2015 13:42:36,1.0908e-05
35T.SSP_Vset_ch1.F_CV,01/30/2015 13:42:36,26.4982
35T.SSP_Vmon_ch2.F_CV,01/30/2015 13:42:36,26.3999
35T.SSP_Imon_ch2.F_CV,01/30/2015 13:42:36,3.7135e-06
35T.SSP_Vset_ch2.F_CV,01/30/2015 13:42:36,26.4982
35T.SSP_Vmon_ch3.F_CV,01/30/2015 13:42:36,26.4307
35T.SSP_Imon_ch3.F_CV,01/30/2015 13:42:36,2.17182e-06
35T.SSP_Vset_ch3.F_CV,01/30/2015 13:42:36,26.4982
35T.SSP_Vmon_ch4.F_CV,01/30/2015 13:42:36,26.3398
35T.SSP_Imon_ch4.F_CV,01/30/2015 13:42:36,6.72344e-06
35T.SSP_Vset_ch4.F_CV,01/30/2015 13:42:36,26.4982
35T.SSP_Vmon_ch5.F_CV,01/30/2015 13:42:36,26.3472
35T.SSP_Imon_ch5.F_CV,01/30/2015 13:42:36,6.35637e-06
35T.SSP_Vset_ch5.F_CV,01/30/2015 13:42:36,26.4982
35T.SSP_Vmon_ch6.F_CV,01/30/2015 13:42:36,26.331
35T.SSP_Imon_ch6.F_CV,01/30/2015 13:42:36,7.16392e-06
35T.SSP_Vset_ch6.F_CV,01/30/2015 13:42:36,26.4982
35T.SSP_Vmon_ch7.F_CV,01/30/2015 13:42:36,26.331
35T.SSP_Imon_ch7.F_CV,01/30/2015 13:42:36,7.16392e-06
35T.SSP_Vset_ch7.F_CV,01/30/2015 13:42:36,26.4982
35T.SSP_Vmon_ch8.F_CV,01/30/2015 13:42:36,26.29
35T.SSP_Imon_ch8.F_CV,01/30/2015 13:42:36,9.21949e-06
35T.SSP_Vset_ch8.F_CV,01/30/2015 13:42:36,26.4982
35T.SSP_Vmon_ch9.F_CV,01/30/2015 13:42:36,26.1492
35T.SSP_Imon_ch9.F_CV,01/30/2015 13:42:36,1.62671e-05
35T.SSP_Vset_ch9.F_CV,01/30/2015 13:42:36,26.4982
35T.SSP_Vmon_ch10.F_CV,01/30/2015 13:42:36,26.3941
35T.SSP_Imon_ch10.F_CV,01/30/2015 13:42:36,4.00715e-06
35T.SSP_Vset_ch10.F_CV,01/30/2015 13:42:36,26.4982
35T.SSP_Vmon_ch11.F_CV,01/30/2015 13:42:36,26.3325
35T.SSP_Imon_ch11.F_CV,01/30/2015 13:42:36,7.09051e-06
35T.SSP_Vset_ch11.F_CV,01/30/2015 13:42:36,26.4982
35T.SSP_Vmon_ch0.F_CV,01/30/2015 13:43:06,26.1002
35T.SSP_Imon_ch0.F_CV,01/30/2015 13:43:06,1.87204e-05
35T.SSP_Vset_ch0.F_CV,01/30/2015 13:43:06,26.4982
35T.SSP_Vmon_ch1.F_CV,01/30/2015 13:43:06,26.2542
35T.SSP_Imon_ch1.F_CV,01/30/2015 13:43:06,1.10119e-05
35T.SSP_Vset_ch1.F_CV,01/30/2015 13:43:06,26.4982
35T.SSP_Vmon_ch2.F_CV,01/30/2015 13:43:06,26.3993
35T.SSP_Imon_ch2.F_CV,01/30/2015 13:43:06,3.74384e-06
35T.SSP_Vset_ch2.F_CV,01/30/2015 13:43:06,26.4982
35T.SSP_Vmon_ch3.F_CV,01/30/2015 13:43:06,26.4301
35T.SSP_Imon_ch3.F_CV,01/30/2015 13:43:06,2.20214e-06
35T.SSP_Vset_ch3.F_CV,01/30/2015 13:43:06,26.4982
35T.SSP_Vmon_ch4.F_CV,01/30/2015 13:43:06,26.3378
35T.SSP_Imon_ch4.F_CV,01/30/2015 13:43:06,6.82724e-06
35T.SSP_Vset_ch4.F_CV,01/30/2015 13:43:06,26.4982
35T.SSP_Vmon_ch5.F_CV,01/30/2015 13:43:06,26.3466
35T.SSP_Imon_ch5.F_CV,01/30/2015 13:43:06,6.38675e-06
35T.SSP_Vset_ch5.F_CV,01/30/2015 13:43:06,26.4982
35T.SSP_Vmon_ch6.F_CV,01/30/2015 13:43:06,26.3304
35T.SSP_Imon_ch6.F_CV,01/30/2015 13:43:06,7.19431e-06
35T.SSP_Vset_ch6.F_CV,01/30/2015 13:43:06,26.4982
35T.SSP_Vmon_ch7.F_CV,01/30/2015 13:43:06,26.3304
35T.SSP_Imon_ch7.F_CV,01/30/2015 13:43:06,7.19431e-06
35T.SSP_Vset_ch7.F_CV,01/30/2015 13:43:06,26.4982
35T.SSP_Vmon_ch8.F_CV,01/30/2015 13:43:06,26.2894
35T.SSP_Imon_ch8.F_CV,01/30/2015 13:43:06,9.24991e-06
35T.SSP_Vset_ch8.F_CV,01/30/2015 13:43:06,26.4982
35T.SSP_Vmon_ch9.F_CV,01/30/2015 13:43:06,26.1486
35T.SSP_Imon_ch9.F_CV,01/30/2015 13:43:06,1.62977e-05
35T.SSP_Vset_ch9.F_CV,01/30/2015 13:43:06,26.4982
35T.SSP_Vmon_ch10.F_CV,01/30/2015 13:43:06,26.3935
35T.SSP_Imon_ch10.F_CV,01/30/2015 13:43:06,4.0375e-06
35T.SSP_Vset_ch10.F_CV,01/30/2015 13:43:06,26.4982
35T.SSP_Vmon_ch11.F_CV,01/30/2015 13:43:06,26.3319
35T.SSP_Imon_ch11.F_CV,01/30/2015 13:43:06,7.1209e-06
35T.SSP_Vset_ch11.F_CV,01/30/2015 13:43:06,26.4982
35T.SSP_Vmon_ch0.F_CV,01/30/2015 13:43:36,26.0979
35T.SSP_Imon_ch0.F_CV,01/30/2015 13:43:36,1.88366e-05
35T.SSP_Vset_ch0.F_CV,01/30/2015 13:43:36,26.4982
35T.SSP_Vmon_ch1.F_CV,01/30/2015 13:43:36,26.2533
35T.SSP_Imon_ch1.F_CV,01/30/2015 13:43:36,1.10548e-05
35T.SSP_Vset_ch1.F_CV,01/30/2015 13:43:36,26.4982
35T.SSP_Vmon_ch2.F_CV,01/30/2015 13:43:36,26.3985
35T.SSP_Imon_ch2.F_CV,01/30/2015 13:43:36,3.78691e-06
35T.SSP_Vset_ch2.F_CV,01/30/2015 13:43:36,26.4982
35T.SSP_Vmon_ch3.F_CV,01/30/2015 13:43:36,26.4293
35T.SSP_Imon_ch3.F_CV,01/30/2015 13:43:36,2.24524e-06
35T.SSP_Vset_ch3.F_CV,01/30/2015 13:43:36,26.4982
35T.SSP_Vmon_ch4.F_CV,01/30/2015 13:43:36,26.3369
35T.SSP_Imon_ch4.F_CV,01/30/2015 13:43:36,6.87027e-06
35T.SSP_Vset_ch4.F_CV,01/30/2015 13:43:36,26.4982
35T.SSP_Vmon_ch5.F_CV,01/30/2015 13:43:36,26.3457
35T.SSP_Imon_ch5.F_CV,01/30/2015 13:43:36,6.42979e-06
35T.SSP_Vset_ch5.F_CV,01/30/2015 13:43:36,26.4982
35T.SSP_Vmon_ch6.F_CV,01/30/2015 13:43:36,26.3296
35T.SSP_Imon_ch6.F_CV,01/30/2015 13:43:36,7.23733e-06
35T.SSP_Vset_ch6.F_CV,01/30/2015 13:43:36,26.4982
35T.SSP_Vmon_ch7.F_CV,01/30/2015 13:43:36,26.3296
35T.SSP_Imon_ch7.F_CV,01/30/2015 13:43:36,7.23733e-06
35T.SSP_Vset_ch7.F_CV,01/30/2015 13:43:36,26.4982
35T.SSP_Vmon_ch8.F_CV,01/30/2015 13:43:36,26.2885
35T.SSP_Imon_ch8.F_CV,01/30/2015 13:43:36,9.2929e-06
35T.SSP_Vset_ch8.F_CV,01/30/2015 13:43:36,26.4982
35T.SSP_Vmon_ch9.F_CV,01/30/2015 13:43:36,26.1478
35T.SSP_Imon_ch9.F_CV,01/30/2015 13:43:36,1.63406e-05
35T.SSP_Vset_ch9.F_CV,01/30/2015 13:43:36,26.4982
35T.SSP_Vmon_ch10.F_CV,01/30/2015 13:43:36,26.3926
35T.SSP_Imon_ch10.F_CV,01/30/2015 13:43:36,4.08057e-06
35T.SSP_Vset_ch10.F_CV,01/30/2015 13:43:36,26.4982
35T.SSP_Vmon_ch11.F_CV,01/30/2015 13:43:36,26.331
35T.SSP_Imon_ch11.F_CV,01/30/2015 13:43:36,7.16392e-06
35T.SSP_Vset_ch11.F_CV,01/30/2015 13:43:36,26.4982
35T.SSP_Vmon_ch0.F_CV,01/30/2015 13:44:06,26.1002
